EmployeeID,EmployeeCount,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,IncomeBand,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1039,1,44,36-44,No,"Travel Rarely",1448,Sales,28,3,Medical,4,Female,53,4,4,"Sales Executive",4,Married,13320,10k-15k,11737,3,Yes,18,3,3,1,23,2,3,12,11,11,11
1040,1,50,45-53,No,Non-Travel,145,Sales,1,3,"Life Sciences",4,Female,95,3,2,"Sales Executive",3,Married,6347,5k-10k,24920,0,No,12,3,1,1,19,3,3,18,7,0,13
1042,1,36,36-44,Yes,"Travel Rarely",885,"Research & Development",16,4,"Life Sciences",3,Female,43,4,1,"Laboratory Technician",1,Single,2743,1k-5k,8269,1,No,16,3,3,0,18,1,3,17,13,15,14
1043,1,39,36-44,No,"Travel Frequently",945,"Research & Development",22,3,Medical,4,Female,82,3,3,"Manufacturing Director",1,Single,10880,10k-15k,5083,1,Yes,13,3,3,0,21,2,3,21,6,2,8
1044,1,33,27-35,No,Non-Travel,1038,Sales,8,1,"Life Sciences",2,Female,88,2,1,"Sales Representative",4,Single,2342,1k-5k,21437,0,No,19,3,4,0,3,2,2,2,2,2,2
1045,1,45,45-53,No,"Travel Rarely",1234,Sales,11,2,"Life Sciences",4,Female,90,3,4,Manager,4,Married,17650,15k-20k,5404,3,No,13,3,2,1,26,4,4,9,3,1,1
1046,1,32,27-35,No,Non-Travel,1109,"Research & Development",29,4,Medical,4,Female,69,3,1,"Laboratory Technician",3,Single,4025,1k-5k,11135,9,No,12,3,2,0,10,2,3,8,7,7,7
1047,1,34,27-35,No,"Travel Rarely",216,Sales,1,4,Marketing,2,Male,75,4,2,"Sales Executive",4,Divorced,9725,5k-10k,12278,0,No,11,3,4,1,16,2,2,15,1,0,9
1048,1,59,54-60,No,"Travel Rarely",1089,Sales,1,2,"Technical Degree",2,Male,66,3,3,Manager,4,Married,11904,10k-15k,11038,3,Yes,14,3,3,1,14,1,1,6,4,0,4
1049,1,45,45-53,No,"Travel Rarely",788,"Human Resources",24,4,Medical,2,Male,36,3,1,"Human Resources",2,Single,2177,1k-5k,8318,1,No,16,3,1,0,6,3,3,6,3,0,4
1050,1,53,45-53,No,"Travel Frequently",124,Sales,2,3,Marketing,3,Female,38,2,3,"Sales Executive",2,Married,7525,5k-10k,23537,2,No,12,3,1,1,30,2,3,15,7,6,12
1052,1,36,36-44,Yes,"Travel Rarely",660,"Research & Development",15,3,Other,1,Male,81,3,2,"Laboratory Technician",3,Divorced,4834,1k-5k,7858,7,No,14,3,2,1,9,3,2,1,0,0,0
1053,1,26,18-26,Yes,"Travel Frequently",342,"Research & Development",2,3,"Life Sciences",1,Male,57,3,1,"Research Scientist",1,Married,2042,1k-5k,15346,6,Yes,14,3,2,1,6,2,3,3,2,1,2
1055,1,34,27-35,No,"Travel Rarely",1333,Sales,10,4,"Life Sciences",3,Female,87,3,1,"Sales Representative",3,Married,2220,1k-5k,18410,1,Yes,19,3,4,1,1,2,3,1,1,0,0
1056,1,28,27-35,No,"Travel Rarely",1144,Sales,10,1,Medical,4,Male,74,3,1,"Sales Representative",2,Married,1052,1k-5k,23384,1,No,22,4,2,0,1,5,3,1,0,0,0
1060,1,38,36-44,No,"Travel Frequently",1186,"Research & Development",3,4,Other,3,Male,44,3,1,"Research Scientist",3,Married,2821,1k-5k,2997,3,No,16,3,1,1,8,2,3,2,2,2,2
1061,1,50,45-53,No,"Travel Rarely",1464,"Research & Development",2,4,Medical,2,Male,62,3,5,"Research Director",3,Married,19237,15k-20k,12853,2,Yes,11,3,4,1,29,2,2,8,1,7,7
1062,1,37,36-44,No,"Travel Rarely",124,"Research & Development",3,3,Other,4,Female,35,3,2,"Healthcare Representative",2,Single,4107,1k-5k,13848,3,No,15,3,1,0,8,3,2,4,3,0,1
1066,1,40,36-44,No,"Travel Rarely",300,Sales,26,3,Marketing,3,Male,74,3,2,"Sales Executive",1,Married,8396,5k-10k,22217,1,No,14,3,2,1,8,3,2,7,7,7,5
1068,1,26,18-26,No,"Travel Frequently",921,"Research & Development",1,1,Medical,1,Female,66,2,1,"Research Scientist",3,Divorced,2007,1k-5k,25265,1,No,13,3,3,2,5,5,3,5,3,1,3
1069,1,46,45-53,No,"Travel Rarely",430,"Research & Development",1,4,Medical,4,Male,40,3,5,"Research Director",4,Divorced,19627,15k-20k,21445,9,No,17,3,4,2,23,0,3,2,2,2,2
1070,1,54,54-60,No,"Travel Rarely",1082,Sales,2,4,"Life Sciences",3,Female,41,2,3,"Sales Executive",3,Married,10686,10k-15k,8392,6,No,11,3,2,1,13,4,3,9,4,7,0
1071,1,56,54-60,No,"Travel Frequently",1240,"Research & Development",9,3,Medical,1,Female,63,3,1,"Research Scientist",3,Married,2942,1k-5k,12154,2,No,19,3,2,1,18,4,3,5,4,0,3
1073,1,36,36-44,No,"Travel Rarely",796,"Research & Development",12,5,Medical,4,Female,51,2,3,"Manufacturing Director",4,Single,8858,5k-10k,15669,0,No,11,3,2,0,15,2,2,14,8,7,8
1074,1,55,54-60,No,Non-Travel,444,"Research & Development",2,1,Medical,3,Male,40,2,4,Manager,1,Single,16756,15k-20k,17323,7,No,15,3,2,0,31,3,4,9,7,6,2
1076,1,43,36-44,No,"Travel Rarely",415,Sales,25,3,Medical,3,Male,79,2,3,"Sales Executive",4,Divorced,10798,10k-15k,5268,5,No,13,3,3,1,18,5,3,1,0,0,0
1077,1,20,18-26,Yes,"Travel Frequently",769,Sales,9,3,Marketing,4,Female,54,3,1,"Sales Representative",4,Single,2323,1k-5k,17205,1,Yes,14,3,2,0,2,3,3,2,2,0,2
1079,1,21,18-26,Yes,"Travel Rarely",1334,"Research & Development",10,3,"Life Sciences",3,Female,36,2,1,"Laboratory Technician",1,Single,1416,1k-5k,17258,1,No,13,3,1,0,1,6,2,1,0,1,0
1080,1,46,45-53,No,"Travel Rarely",1003,"Research & Development",8,4,"Life Sciences",4,Female,74,2,2,"Research Scientist",1,Divorced,4615,1k-5k,21029,8,Yes,23,4,1,3,19,2,3,16,13,1,7
1081,1,51,45-53,Yes,"Travel Rarely",1323,"Research & Development",4,4,"Life Sciences",1,Male,34,3,1,"Research Scientist",3,Married,2461,1k-5k,10332,9,Yes,12,3,3,3,18,2,4,10,0,2,7
1082,1,28,27-35,Yes,Non-Travel,1366,"Research & Development",24,2,"Technical Degree",2,Male,72,2,3,"Healthcare Representative",1,Single,8722,5k-10k,12355,1,No,12,3,1,0,10,2,2,10,7,1,9
1083,1,26,18-26,No,"Travel Rarely",192,"Research & Development",1,2,Medical,1,Male,59,2,1,"Laboratory Technician",1,Married,3955,1k-5k,11141,1,No,16,3,1,2,6,2,3,5,3,1,3
1084,1,30,27-35,No,"Travel Rarely",1176,"Research & Development",20,3,Other,3,Male,85,3,2,"Manufacturing Director",1,Married,9957,5k-10k,9096,0,No,15,3,3,1,7,1,2,6,2,0,2
1085,1,41,36-44,No,"Travel Rarely",509,"Research & Development",7,2,"Technical Degree",2,Female,43,4,1,"Research Scientist",3,Married,3376,1k-5k,18863,1,No,13,3,3,0,10,3,3,10,6,0,8
1088,1,38,36-44,No,"Travel Rarely",330,"Research & Development",17,1,"Life Sciences",3,Female,65,2,3,"Healthcare Representative",3,Married,8823,5k-10k,24608,0,No,18,3,1,1,20,4,2,19,9,1,9
1092,1,40,36-44,No,"Travel Rarely",1492,"Research & Development",20,4,"Technical Degree",1,Male,61,3,3,"Healthcare Representative",4,Married,10322,10k-15k,26542,4,No,20,4,4,1,14,6,3,11,10,11,1
1094,1,27,27-35,No,Non-Travel,1277,"Research & Development",8,5,"Life Sciences",1,Male,87,1,1,"Laboratory Technician",3,Married,4621,1k-5k,5869,1,No,19,3,4,3,3,4,3,3,2,1,2
1096,1,55,54-60,No,"Travel Frequently",1091,"Research & Development",2,1,"Life Sciences",4,Male,65,3,3,"Manufacturing Director",2,Married,10976,10k-15k,15813,3,No,18,3,2,1,23,4,3,3,2,1,2
1097,1,28,27-35,No,"Travel Rarely",857,"Research & Development",10,3,Other,3,Female,59,3,2,"Research Scientist",3,Single,3660,1k-5k,7909,3,No,13,3,4,0,10,4,4,8,7,1,7
1098,1,44,36-44,Yes,"Travel Rarely",1376,"Human Resources",1,2,Medical,2,Male,91,2,3,"Human Resources",1,Married,10482,10k-15k,2326,9,No,14,3,4,1,24,1,3,20,6,3,6
1099,1,33,27-35,No,"Travel Rarely",654,"Research & Development",5,3,"Life Sciences",4,Male,34,2,3,"Healthcare Representative",4,Divorced,7119,5k-10k,21214,4,No,15,3,3,1,9,2,3,3,2,1,2
1100,1,35,27-35,Yes,"Travel Rarely",1204,Sales,4,3,"Technical Degree",4,Male,86,3,3,"Sales Executive",1,Single,9582,5k-10k,10333,0,Yes,22,4,1,0,9,2,3,8,7,4,7
1101,1,33,27-35,Yes,"Travel Frequently",827,"Research & Development",29,4,Medical,1,Female,54,2,2,"Research Scientist",3,Single,4508,1k-5k,3129,1,No,22,4,2,0,14,4,3,13,7,3,8
1102,1,28,27-35,No,"Travel Rarely",895,"Research & Development",15,2,"Life Sciences",1,Male,50,3,1,"Laboratory Technician",3,Divorced,2207,1k-5k,22482,1,No,16,3,4,1,4,5,2,4,2,2,2
1103,1,34,27-35,No,"Travel Frequently",618,"Research & Development",3,1,"Life Sciences",1,Male,45,3,2,"Healthcare Representative",4,Single,7756,5k-10k,22266,0,No,17,3,3,0,7,1,2,6,2,0,4
1105,1,37,36-44,No,"Travel Rarely",309,Sales,10,4,"Life Sciences",4,Female,88,2,2,"Sales Executive",4,Divorced,6694,5k-10k,24223,2,Yes,14,3,3,3,8,5,3,1,0,0,0
1106,1,25,18-26,Yes,"Travel Rarely",1219,"Research & Development",4,1,"Technical Degree",4,Male,32,3,1,"Laboratory Technician",4,Married,3691,1k-5k,4605,1,Yes,15,3,2,1,7,3,4,7,7,5,6
1107,1,26,18-26,Yes,"Travel Rarely",1330,"Research & Development",21,3,Medical,1,Male,37,3,1,"Laboratory Technician",3,Divorced,2377,1k-5k,19373,1,No,20,4,3,1,1,0,2,1,1,0,0
1108,1,33,27-35,Yes,"Travel Rarely",1017,"Research & Development",25,3,Medical,1,Male,55,2,1,"Research Scientist",2,Single,2313,1k-5k,2993,4,Yes,20,4,2,0,5,0,3,2,2,2,2
1109,1,42,36-44,No,"Travel Rarely",469,"Research & Development",2,2,Medical,4,Male,35,3,4,Manager,1,Married,17665,15k-20k,14399,0,No,17,3,4,1,23,3,3,22,6,13,7
1111,1,28,27-35,Yes,"Travel Frequently",1009,"Research & Development",1,3,Medical,1,Male,45,2,1,"Laboratory Technician",2,Divorced,2596,1k-5k,7160,1,No,15,3,1,2,1,2,3,1,0,0,0
1113,1,50,45-53,Yes,"Travel Frequently",959,Sales,1,4,Other,4,Male,81,3,2,"Sales Executive",3,Single,4728,1k-5k,17251,3,Yes,14,3,4,0,5,4,3,0,0,0,0
1114,1,33,27-35,No,"Travel Frequently",970,Sales,7,3,"Life Sciences",4,Female,30,3,2,"Sales Executive",2,Married,4302,1k-5k,13401,0,No,17,3,3,1,4,3,3,3,2,0,2
1115,1,34,27-35,No,Non-Travel,697,"Research & Development",3,4,"Life Sciences",3,Male,40,2,1,"Research Scientist",4,Married,2979,1k-5k,22478,3,No,17,3,4,3,6,2,3,0,0,0,0
1116,1,48,45-53,No,Non-Travel,1262,"Research & Development",1,4,Medical,1,Male,35,4,4,Manager,4,Single,16885,15k-20k,16154,2,No,22,4,3,0,27,3,2,5,4,2,1
1117,1,45,45-53,No,Non-Travel,1050,Sales,9,4,"Life Sciences",2,Female,65,2,2,"Sales Executive",3,Married,5593,5k-10k,17970,1,No,13,3,4,1,15,2,3,15,10,4,12
1118,1,52,45-53,No,"Travel Rarely",994,"Research & Development",7,4,"Life Sciences",2,Male,87,3,3,"Healthcare Representative",2,Single,10445,10k-15k,15322,7,No,19,3,4,0,18,4,3,8,6,4,0
1119,1,38,36-44,No,"Travel Rarely",770,Sales,10,4,Marketing,3,Male,73,2,3,"Sales Executive",3,Divorced,8740,5k-10k,5569,0,Yes,14,3,2,2,9,2,3,8,7,2,7
1120,1,29,27-35,No,"Travel Rarely",1107,"Research & Development",28,4,"Life Sciences",3,Female,93,3,1,"Research Scientist",4,Divorced,2514,1k-5k,26968,4,No,22,4,1,1,11,1,3,7,5,1,7
1121,1,28,27-35,No,"Travel Rarely",950,"Research & Development",3,3,Medical,4,Female,93,3,3,"Manufacturing Director",2,Divorced,7655,5k-10k,8039,0,No,17,3,2,3,10,3,2,9,7,1,7
1124,1,46,45-53,No,"Travel Rarely",406,Sales,3,1,Marketing,1,Male,52,3,4,Manager,3,Married,17465,15k-20k,15596,3,No,12,3,4,1,23,3,3,12,9,4,9
1125,1,38,36-44,No,"Travel Rarely",130,Sales,2,2,Marketing,4,Male,32,3,3,"Sales Executive",2,Single,7351,5k-10k,20619,7,No,16,3,3,0,10,2,3,1,0,0,0
1126,1,43,36-44,No,"Travel Frequently",1082,"Research & Development",27,3,"Life Sciences",3,Female,83,3,3,"Manufacturing Director",1,Married,10820,10k-15k,11535,8,No,11,3,3,1,18,1,3,8,7,0,1
1127,1,39,36-44,Yes,"Travel Frequently",203,"Research & Development",2,3,"Life Sciences",1,Male,84,3,4,"Healthcare Representative",4,Divorced,12169,10k-15k,13547,7,No,11,3,4,3,21,4,3,18,7,11,5
1128,1,40,36-44,No,"Travel Rarely",1308,"Research & Development",14,3,Medical,3,Male,44,2,5,"Research Director",3,Single,19626,15k-20k,17544,1,No,14,3,1,0,21,2,4,20,7,4,9
1131,1,21,18-26,No,"Travel Rarely",984,"Research & Development",1,1,"Technical Degree",4,Female,70,2,1,"Research Scientist",2,Single,2070,1k-5k,25326,1,Yes,11,3,3,0,2,6,4,2,2,2,2
1132,1,39,36-44,No,Non-Travel,439,"Research & Development",9,3,"Life Sciences",3,Male,70,3,2,"Laboratory Technician",2,Single,6782,5k-10k,8770,9,No,15,3,3,0,9,2,2,5,4,0,3
1133,1,36,36-44,No,Non-Travel,217,"Research & Development",18,4,"Life Sciences",1,Male,78,3,2,"Manufacturing Director",4,Single,7779,5k-10k,23238,2,No,20,4,1,0,18,0,3,11,9,0,9
1135,1,31,27-35,No,"Travel Frequently",793,Sales,20,3,"Life Sciences",3,Male,67,4,1,"Sales Representative",4,Married,2791,1k-5k,21981,0,No,12,3,1,1,3,4,3,2,2,2,2
1136,1,28,27-35,No,"Travel Rarely",1451,"Research & Development",2,1,"Life Sciences",1,Male,67,2,1,"Research Scientist",2,Married,3201,1k-5k,19911,0,No,17,3,1,0,6,2,1,5,3,0,4
1137,1,35,27-35,No,"Travel Frequently",1182,Sales,11,2,Marketing,4,Male,54,3,2,"Sales Executive",4,Divorced,4968,1k-5k,18500,1,No,11,3,4,1,5,3,3,5,2,0,2
1138,1,49,45-53,No,"Travel Rarely",174,Sales,8,4,"Technical Degree",4,Male,56,2,4,"Sales Executive",2,Married,13120,10k-15k,11879,6,No,17,3,2,1,22,3,3,9,8,2,3
1140,1,34,27-35,No,"Travel Frequently",1003,"Research & Development",2,2,"Life Sciences",4,Male,95,3,2,"Manufacturing Director",3,Single,4033,1k-5k,15834,2,No,11,3,4,0,5,3,2,3,2,0,2
1143,1,29,27-35,No,"Travel Frequently",490,"Research & Development",10,3,"Life Sciences",4,Female,61,3,1,"Research Scientist",2,Divorced,3291,1k-5k,17940,0,No,14,3,4,2,8,2,2,7,5,1,1
1148,1,42,36-44,No,"Travel Rarely",188,"Research & Development",29,3,Medical,2,Male,56,1,2,"Laboratory Technician",4,Single,4272,1k-5k,9558,4,No,19,3,1,0,16,3,3,1,0,0,0
1150,1,29,27-35,No,"Travel Rarely",718,"Research & Development",8,1,Medical,2,Male,79,2,2,"Manufacturing Director",4,Married,5056,5k-10k,17689,1,Yes,15,3,3,1,10,2,2,10,7,1,2
1152,1,38,36-44,No,"Travel Rarely",433,"Human Resources",1,3,"Human Resources",3,Male,37,4,1,"Human Resources",3,Married,2844,1k-5k,6004,1,No,13,3,4,1,7,2,4,7,6,5,0
1154,1,28,27-35,No,"Travel Frequently",773,"Research & Development",6,3,"Life Sciences",3,Male,39,2,1,"Research Scientist",3,Divorced,2703,1k-5k,22088,1,Yes,14,3,4,1,3,2,3,3,1,0,2
1156,1,18,18-26,Yes,Non-Travel,247,"Research & Development",8,1,Medical,3,Male,80,3,1,"Laboratory Technician",3,Single,1904,1k-5k,13556,1,No,12,3,4,0,0,0,3,0,0,0,0
1157,1,33,27-35,Yes,"Travel Rarely",603,Sales,9,4,Marketing,1,Female,77,3,2,"Sales Executive",1,Single,8224,5k-10k,18385,0,Yes,17,3,1,0,6,3,3,5,2,0,3
1158,1,41,36-44,No,"Travel Rarely",167,"Research & Development",12,4,"Life Sciences",2,Male,46,3,1,"Laboratory Technician",4,Married,4766,1k-5k,9051,3,Yes,11,3,1,1,6,4,3,1,0,0,0
1160,1,31,27-35,Yes,"Travel Frequently",874,"Research & Development",15,3,Medical,3,Male,72,3,1,"Laboratory Technician",3,Married,2610,1k-5k,6233,1,No,12,3,3,1,2,5,2,2,2,2,2
1161,1,37,36-44,No,"Travel Rarely",367,"Research & Development",25,2,Medical,3,Female,52,2,2,"Healthcare Representative",4,Divorced,5731,5k-10k,17171,7,No,13,3,3,2,9,2,3,6,2,1,3
1162,1,27,27-35,No,"Travel Rarely",199,"Research & Development",6,3,"Life Sciences",4,Male,55,2,1,"Research Scientist",3,Married,2539,1k-5k,7950,1,No,13,3,3,1,4,0,3,4,2,2,2
1163,1,34,27-35,No,"Travel Rarely",1400,Sales,9,1,"Life Sciences",2,Female,70,3,2,"Sales Executive",3,Married,5714,5k-10k,5829,1,No,20,4,1,0,6,3,2,6,5,1,3
1164,1,35,27-35,No,"Travel Rarely",528,"Human Resources",8,4,"Technical Degree",3,Male,100,3,1,"Human Resources",3,Single,4323,1k-5k,7108,1,No,17,3,2,0,6,2,1,5,4,1,4
1165,1,29,27-35,Yes,"Travel Rarely",408,Sales,23,1,"Life Sciences",4,Female,45,2,3,"Sales Executive",1,Married,7336,5k-10k,11162,1,No,13,3,1,1,11,3,1,11,8,3,10
1166,1,40,36-44,No,"Travel Frequently",593,"Research & Development",9,4,Medical,2,Female,88,3,3,"Research Director",3,Single,13499,10k-15k,13782,9,No,17,3,3,0,20,3,2,18,7,2,13
1167,1,42,36-44,Yes,"Travel Frequently",481,Sales,12,3,"Life Sciences",3,Male,44,3,4,"Sales Executive",1,Single,13758,10k-15k,2447,0,Yes,12,3,2,0,22,2,2,21,9,13,14
1171,1,42,36-44,No,"Travel Rarely",647,Sales,4,4,Marketing,2,Male,45,3,2,"Sales Executive",1,Single,5155,5k-10k,2253,7,No,13,3,4,0,9,3,4,6,4,1,5
1172,1,35,27-35,No,"Travel Rarely",982,"Research & Development",1,4,Medical,4,Male,58,2,1,"Laboratory Technician",3,Married,2258,1k-5k,16340,6,No,12,3,2,1,10,2,3,8,0,1,7
1173,1,24,18-26,No,"Travel Rarely",477,"Research & Development",24,3,Medical,4,Male,49,3,1,"Laboratory Technician",2,Single,3597,1k-5k,6409,8,No,22,4,4,0,6,2,3,4,3,1,2
1175,1,28,27-35,Yes,"Travel Rarely",1485,"Research & Development",12,1,"Life Sciences",3,Female,79,3,1,"Laboratory Technician",4,Married,2515,1k-5k,22955,1,Yes,11,3,4,0,1,4,2,1,1,0,0
1177,1,26,18-26,No,"Travel Rarely",1384,"Research & Development",3,4,Medical,1,Male,82,4,1,"Laboratory Technician",4,Married,4420,1k-5k,13421,1,No,22,4,2,1,8,2,3,8,7,0,7
1179,1,30,27-35,No,"Travel Rarely",852,Sales,10,3,Marketing,3,Male,72,2,2,"Sales Executive",3,Married,6578,5k-10k,2706,1,No,18,3,1,1,10,3,3,10,3,1,4
1180,1,40,36-44,No,"Travel Frequently",902,"Research & Development",26,2,Medical,3,Female,92,2,2,"Research Scientist",4,Married,4422,1k-5k,21203,3,Yes,13,3,4,1,16,3,1,1,1,0,0
1182,1,35,27-35,No,"Travel Rarely",819,"Research & Development",2,3,"Life Sciences",3,Male,44,2,3,"Manufacturing Director",2,Divorced,10274,10k-15k,19588,2,No,18,3,2,1,15,2,4,7,7,6,4
1184,1,34,27-35,No,"Travel Frequently",669,"Research & Development",1,3,Medical,4,Male,97,2,2,"Healthcare Representative",1,Single,5343,5k-10k,25755,0,No,20,4,3,0,14,3,3,13,9,4,9
1185,1,35,27-35,No,"Travel Frequently",636,"Research & Development",4,4,Other,4,Male,47,2,1,"Laboratory Technician",4,Married,2376,1k-5k,26537,1,No,13,3,2,1,2,2,4,2,2,2,2
1188,1,43,36-44,Yes,"Travel Rarely",1372,Sales,9,3,Marketing,1,Female,85,1,2,"Sales Executive",3,Single,5346,5k-10k,9489,8,No,13,3,2,0,7,2,2,4,3,1,3
1190,1,32,27-35,No,Non-Travel,862,Sales,2,1,"Life Sciences",3,Female,76,3,1,"Sales Representative",1,Divorced,2827,1k-5k,14947,1,No,12,3,3,3,1,3,3,1,0,0,0
1191,1,56,54-60,No,"Travel Rarely",718,"Research & Development",4,4,"Technical Degree",4,Female,92,3,5,Manager,1,Divorced,19943,15k-20k,18575,4,No,13,3,4,1,28,2,3,5,2,4,2
1192,1,29,27-35,No,"Travel Rarely",1401,"Research & Development",6,1,Medical,2,Female,54,3,1,"Laboratory Technician",4,Married,3131,1k-5k,26342,1,No,13,3,1,1,10,5,3,10,8,0,8
1193,1,19,18-26,No,"Travel Rarely",645,"Research & Development",9,2,"Life Sciences",3,Male,54,3,1,"Research Scientist",1,Single,2552,1k-5k,7172,1,No,25,4,3,0,1,4,3,1,1,0,0
1195,1,45,45-53,No,"Travel Rarely",1457,"Research & Development",7,3,Medical,1,Female,83,3,1,"Research Scientist",3,Married,4477,1k-5k,20100,4,Yes,19,3,3,1,7,2,2,3,2,0,2
1196,1,37,36-44,No,"Travel Rarely",977,"Research & Development",1,3,"Life Sciences",4,Female,56,2,2,"Manufacturing Director",4,Married,6474,5k-10k,9961,1,No,13,3,2,1,14,2,2,14,8,3,11
1198,1,20,18-26,No,"Travel Rarely",805,"Research & Development",3,3,"Life Sciences",1,Male,87,2,1,"Laboratory Technician",3,Single,3033,1k-5k,12828,1,No,12,3,1,0,2,2,2,2,2,1,2
1200,1,44,36-44,Yes,"Travel Rarely",1097,"Research & Development",10,4,"Life Sciences",3,Male,96,3,1,"Research Scientist",3,Single,2936,1k-5k,10826,1,Yes,11,3,3,0,6,4,3,6,4,0,2
1201,1,53,45-53,No,"Travel Rarely",1223,"Research & Development",7,2,Medical,4,Female,50,3,5,Manager,3,Divorced,18606,15k-20k,18640,3,No,18,3,2,1,26,6,3,7,7,4,7
1202,1,29,27-35,No,"Travel Rarely",942,"Research & Development",15,1,"Life Sciences",2,Female,69,1,1,"Research Scientist",4,Married,2168,1k-5k,26933,0,Yes,18,3,1,1,6,2,2,5,4,1,3
1203,1,22,18-26,Yes,"Travel Frequently",1256,"Research & Development",3,4,"Life Sciences",3,Male,48,2,1,"Research Scientist",4,Married,2853,1k-5k,4223,0,Yes,11,3,2,1,1,5,3,0,0,0,0
1204,1,46,45-53,No,"Travel Rarely",1402,Sales,2,3,Marketing,3,Female,69,3,4,Manager,1,Married,17048,15k-20k,24097,8,No,23,4,1,0,28,2,3,26,15,15,9
1206,1,44,36-44,No,Non-Travel,111,"Research & Development",17,3,"Life Sciences",4,Male,74,1,1,"Research Scientist",3,Single,2290,1k-5k,4279,2,No,13,3,4,0,6,3,3,0,0,0,0
1207,1,33,27-35,No,"Travel Rarely",147,"Human Resources",2,3,"Human Resources",2,Male,99,3,1,"Human Resources",3,Married,3600,1k-5k,8429,1,No,13,3,4,1,5,2,3,5,4,1,4
1210,1,41,36-44,Yes,Non-Travel,906,"Research & Development",5,2,"Life Sciences",1,Male,95,2,1,"Research Scientist",1,Divorced,2107,1k-5k,20293,6,No,17,3,1,1,5,2,1,1,0,0,0
1211,1,30,27-35,No,"Travel Rarely",1329,Sales,29,4,"Life Sciences",3,Male,61,3,2,"Sales Executive",1,Divorced,4115,1k-5k,13192,8,No,19,3,3,3,8,3,3,4,3,0,3
1212,1,40,36-44,No,"Travel Frequently",1184,Sales,2,4,Medical,2,Male,62,3,2,"Sales Executive",2,Married,4327,1k-5k,25440,5,No,12,3,4,3,5,2,3,0,0,0,0
1215,1,50,45-53,No,"Travel Frequently",1421,"Research & Development",2,3,Medical,4,Female,30,3,4,Manager,1,Married,17856,15k-20k,9490,2,No,22,4,3,1,32,3,3,2,2,2,2
1216,1,28,27-35,No,"Travel Rarely",1179,"Research & Development",19,4,Medical,4,Male,78,2,1,"Laboratory Technician",1,Married,3196,1k-5k,12449,1,No,12,3,3,3,6,2,3,6,5,3,3
1217,1,46,45-53,No,"Travel Rarely",1450,"Research & Development",15,2,"Life Sciences",4,Male,52,3,5,"Research Director",2,Married,19081,15k-20k,10849,5,No,11,3,1,1,25,2,3,4,2,0,3
1218,1,35,27-35,No,"Travel Rarely",1361,Sales,17,4,"Life Sciences",3,Male,94,3,2,"Sales Executive",1,Married,8966,5k-10k,21026,3,Yes,15,3,4,3,15,2,3,7,7,1,7
1219,1,24,18-26,Yes,"Travel Rarely",984,"Research & Development",17,2,"Life Sciences",4,Female,97,3,1,"Laboratory Technician",2,Married,2210,1k-5k,3372,1,No,13,3,1,1,1,3,1,1,0,0,0
1220,1,33,27-35,No,"Travel Frequently",1146,Sales,25,3,Medical,2,Female,82,3,2,"Sales Executive",3,Married,4539,1k-5k,4905,1,No,12,3,1,1,10,3,2,10,7,0,1
1221,1,36,36-44,No,"Travel Rarely",917,"Research & Development",6,4,"Life Sciences",3,Male,60,1,1,"Laboratory Technician",3,Divorced,2741,1k-5k,6865,1,No,14,3,3,1,7,4,3,7,7,1,7
1224,1,30,27-35,No,"Travel Rarely",853,"Research & Development",7,4,"Life Sciences",3,Male,49,3,2,"Laboratory Technician",3,Divorced,3491,1k-5k,11309,1,No,13,3,1,3,10,4,2,10,7,8,9
1225,1,44,36-44,No,"Travel Rarely",200,"Research & Development",29,4,Other,4,Male,32,3,2,"Research Scientist",4,Single,4541,1k-5k,7744,1,No,25,4,2,0,20,3,3,20,11,13,17
1226,1,20,18-26,No,"Travel Rarely",654,Sales,21,3,Marketing,3,Male,43,4,1,"Sales Representative",4,Single,2678,1k-5k,5050,1,No,17,3,4,0,2,2,3,2,1,2,2
1228,1,46,45-53,No,"Travel Rarely",150,"Research & Development",2,4,"Technical Degree",4,Male,60,3,2,"Manufacturing Director",4,Divorced,7379,5k-10k,17433,2,No,11,3,3,1,12,3,2,6,3,1,4
1231,1,42,36-44,No,Non-Travel,179,"Human Resources",2,5,Medical,4,Male,79,4,2,"Human Resources",1,Married,6272,5k-10k,12858,7,No,16,3,1,1,10,3,4,4,3,0,3
1233,1,60,54-60,No,"Travel Rarely",696,Sales,7,4,Marketing,2,Male,52,4,2,"Sales Executive",4,Divorced,5220,5k-10k,10893,0,Yes,18,3,2,1,12,3,3,11,7,1,9
1234,1,32,27-35,No,"Travel Frequently",116,"Research & Development",13,3,Other,3,Female,77,2,1,"Laboratory Technician",2,Married,2743,1k-5k,7331,1,No,20,4,3,1,2,2,3,2,2,2,2
1235,1,32,27-35,No,"Travel Frequently",1316,"Research & Development",2,2,"Life Sciences",4,Female,38,3,2,"Research Scientist",3,Single,4998,1k-5k,2338,4,Yes,14,3,4,0,10,2,3,8,7,0,7
